Id,Label,timeset,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
78431026,78431026,,0,0,0,0,0.151526
158896354,158896354,,0,0,0,0,0
14416124,14416124,,0,0,0,0,0.214286
22239016,22239016,,0,0,0,0,0
204366277,204366277,,0,0,0,0,0
48100887,48100887,,0,0,0,0,23.767597
15105939,15105939,,0,0,0,0,0
31505967,31505967,,0,0,0,0,106
13224342,13224342,,0,0,0,0,0
49152745,49152745,,0,0,0,0,0
18625669,18625669,,0,0,0,0,163.936365
43632459,43632459,,0,0,0,0,214.20968
20472941,20472941,,0,0,0,0,0
64441390,64441390,,0,0,0,0,0
91441711,91441711,,0,0,0,0,0
1785751,1785751,,0,0,0,0,0
22715656,22715656,,0,0,0,0,0
19298930,19298930,,0,0,0,0,0
17053635,17053635,,0,0,0,0,0
812681,812681,,0,0,0,0,0
23396761,23396761,,0,0,0,0,0
14293251,14293251,,0,0,0,0,0.930474
33868543,33868543,,0,0,0,0,1069.342923
16051404,16051404,,0,0,0,0,0.065675
99642334,99642334,,0,0,0,0,160.740436
188888207,188888207,,0,0,0,0,94.166216
1310331,1310331,,0,0,0,0,0.05139
8528532,8528532,,0,0,0,0,7.978117
277402513,277402513,,0,0,0,0,51.848542
128231224,128231224,,0,0,0,0,0.337312
16020401,16020401,,0,0,0,0,12.531229
124233813,124233813,,0,0,0,0,134.767701
128771911,128771911,,0,0,0,0,5.318493
277356805,277356805,,0,0,0,0,91.280864
26714057,26714057,,0,0,0,0,118.549332
111961058,111961058,,0,0,0,0,0.026276
380795101,380795101,,0,0,0,0,0.051272
322906622,322906622,,0,0,0,0,0
15852140,15852140,,0,0,0,0,318.049348
451044230,451044230,,0,0,0,0,5.155325
37853481,37853481,,0,0,0,0,104.998796
21505330,21505330,,0,0,0,0,49.47567
35406821,35406821,,0,0,0,0,50.7403
91517656,91517656,,0,0,0,0,9.15758
91008721,91008721,,0,0,0,0,37.815636
35874200,35874200,,0,0,0,0,0
20863627,20863627,,0,0,0,0,11.656551
122424390,122424390,,0,0,0,0,28.830148
23292594,23292594,,0,0,0,0,0.228057
15419775,15419775,,0,0,0,0,1141.249073
44404758,44404758,,0,0,0,0,11.82596
18621318,18621318,,0,0,0,0,158.233399
31569517,31569517,,0,0,0,0,0.018018
14726506,14726506,,0,0,0,0,159.199027
478078032,478078032,,0,0,0,0,18.796345
46855908,46855908,,0,0,0,0,0
77007853,77007853,,0,0,0,0,745.483195
74262901,74262901,,0,0,0,0,980.172202
15147397,15147397,,0,0,0,0,3.32004
75965366,75965366,,0,0,0,0,0
23429965,23429965,,0,0,0,0,1.365231
20551303,20551303,,0,0,0,0,21.515828
25521307,25521307,,0,0,0,0,0
22901296,22901296,,0,0,0,0,3.441237
48095953,48095953,,0,0,0,0,0
14324319,14324319,,0,0,0,0,5.418336
36843988,36843988,,0,0,0,0,498.864045
11591662,11591662,,0,0,0,0,82.356536
7142392,7142392,,0,0,0,0,0
8342592,8342592,,0,0,0,0,106
201882918,201882918,,0,0,0,0,138.730574
28070632,28070632,,0,0,0,0,87.192768
30008760,30008760,,0,0,0,0,0
55636737,55636737,,0,0,0,0,0
86052970,86052970,,0,0,0,0,0.426502
53474481,53474481,,0,0,0,0,19.211491
15895115,15895115,,0,0,0,0,76.573905
12555382,12555382,,0,0,0,0,0
30957246,30957246,,0,0,0,0,495.150786
19497700,19497700,,0,0,0,0,1.937555
186136034,186136034,,0,0,0,0,0
45083481,45083481,,0,0,0,0,0.01158
2584841,2584841,,0,0,0,0,0
91339533,91339533,,0,0,0,0,0
360964430,360964430,,0,0,0,0,521.754612
24647213,24647213,,0,0,0,0,26.255972
73754751,73754751,,0,0,0,0,0.053391
224915605,224915605,,0,0,0,0,2.656634
90724176,90724176,,0,0,0,0,0
124067653,124067653,,0,0,0,0,0.010286
333882024,333882024,,0,0,0,0,0
16442350,16442350,,0,0,0,0,14.505985
251487955,251487955,,0,0,0,0,76.067411
220145170,220145170,,0,0,0,0,0.082623
14116195,14116195,,0,0,0,0,0
270606087,270606087,,0,0,0,0,0
29266729,29266729,,0,0,0,0,0
55372257,55372257,,0,0,0,0,18.855624
140477628,140477628,,0,0,0,0,0
338120155,338120155,,0,0,0,0,0
15494342,15494342,,0,0,0,0,2030.81249
29815936,29815936,,0,0,0,0,30.591002
46118129,46118129,,0,0,0,0,68.151999
21817251,21817251,,0,0,0,0,0.288704
14337326,14337326,,0,0,0,0,0
98918303,98918303,,0,0,0,0,67.449531
10759032,10759032,,0,0,0,0,40.534856
7724212,7724212,,0,0,0,0,13.732598
16396078,16396078,,0,0,0,0,2.631912
264515170,264515170,,0,0,0,0,0
527938842,527938842,,0,0,0,0,0.011831
105190642,105190642,,0,0,0,0,106
15947185,15947185,,0,0,0,0,18.131709
15077795,15077795,,0,0,0,0,0.142021
234062645,234062645,,0,0,0,0,1.415956
132808948,132808948,,0,0,0,0,29.500992
16158639,16158639,,0,0,0,0,0.974118
63189694,63189694,,0,0,0,0,144.402014
17070113,17070113,,0,0,0,0,0
14300557,14300557,,0,0,0,0,40.790623
297064190,297064190,,0,0,0,0,0
326912209,326912209,,0,0,0,0,0
24783572,24783572,,0,0,0,0,0.523496
23037952,23037952,,0,0,0,0,6.581398
16029780,16029780,,0,0,0,0,90.109879
422063235,422063235,,0,0,0,0,0
63291513,63291513,,0,0,0,0,0
243062415,243062415,,0,0,0,0,0
18253799,18253799,,0,0,0,0,29.084828
256659468,256659468,,0,0,0,0,0
401970591,401970591,,0,0,0,0,0
19401690,19401690,,0,0,0,0,130.592612
6508432,6508432,,0,0,0,0,0
6656062,6656062,,0,0,0,0,0.039198
107975232,107975232,,0,0,0,0,0
262351301,262351301,,0,0,0,0,106
86546170,86546170,,0,0,0,0,0
130880888,130880888,,0,0,0,0,0
334487484,334487484,,0,0,0,0,0
27159398,27159398,,0,0,0,0,0
746323,746323,,0,0,0,0,192.714489
5702,5702,,0,0,0,0,2.547688
295,295,,0,0,0,0,1.488604
749453,749453,,0,0,0,0,1.324985
2730791,2730791,,0,0,0,0,5.530805
19656439,19656439,,0,0,0,0,4.863672
5668942,5668942,,0,0,0,0,0.218773
817386,817386,,0,0,0,0,2.646969
28621095,28621095,,0,0,0,0,1.695424
14600116,14600116,,0,0,0,0,5.110386
885,885,,0,0,0,0,1.088165
3714971,3714971,,0,0,0,0,1.154622
44698296,44698296,,0,0,0,0,4.833163
808627,808627,,0,0,0,0,11.452126
8962882,8962882,,0,0,0,0,1.907554
246,246,,0,0,0,0,0.004474
15865878,15865878,,0,0,0,0,64.237409
1081,1081,,0,0,0,0,11.362153
824157,824157,,0,0,0,0,4.925144
749963,749963,,0,0,0,0,3.827933
14885549,14885549,,0,0,0,0,160.277693
19224439,19224439,,0,0,0,0,0.229729
18424493,18424493,,0,0,0,0,0
2713951,2713951,,0,0,0,0,5.403328
12089102,12089102,,0,0,0,0,0.002569
6708952,6708952,,0,0,0,0,25.111951
19614344,19614344,,0,0,0,0,2.8069
14290442,14290442,,0,0,0,0,0
17029640,17029640,,0,0,0,0,0.758431
18267597,18267597,,0,0,0,0,3.011709
14439168,14439168,,0,0,0,0,0.155595
96585127,96585127,,0,0,0,0,111.307988
17503180,17503180,,0,0,0,0,119.156134
14251443,14251443,,0,0,0,0,13.123726
17854366,17854366,,0,0,0,0,0.266957
2425151,2425151,,0,0,0,0,157.32953
1045751,1045751,,0,0,0,0,6.673007
18204778,18204778,,0,0,0,0,8.329031
11883132,11883132,,0,0,0,0,5.497532
14118608,14118608,,0,0,0,0,2.340933
14714825,14714825,,0,0,0,0,0.585181
11388132,11388132,,0,0,0,0,33.997767
4791,4791,,0,0,0,0,266.669146
816532,816532,,0,0,0,0,5.039172
422,422,,0,0,0,0,0.872315
4934171,4934171,,0,0,0,0,1.757408
1378,1378,,0,0,0,0,24.858878
18812949,18812949,,0,0,0,0,0.912294
856101,856101,,0,0,0,0,0.677227
13745872,13745872,,0,0,0,0,4.816081
7471152,7471152,,0,0,0,0,1.879652
15533709,15533709,,0,0,0,0,1.788375
10498942,10498942,,0,0,0,0,0.016082
16296057,16296057,,0,0,0,0,4.828295
6730222,6730222,,0,0,0,0,1.657534
648,648,,0,0,0,0,1.598074
313070057,313070057,,0,0,0,0,0.127053
813491,813491,,0,0,0,0,0.020866
8111912,8111912,,0,0,0,0,2.462693
106856883,106856883,,0,0,0,0,0.09844
14334532,14334532,,0,0,0,0,0.17095
9283312,9283312,,0,0,0,0,0.016007
82243,82243,,0,0,0,0,0.654526
112548462,112548462,,0,0,0,0,0
14834340,14834340,,0,0,0,0,2.745716
18949452,18949452,,0,0,0,0,125.788955
22255654,22255654,,0,0,0,0,0.662481
291,291,,0,0,0,0,0.349402
785,785,,0,0,0,0,208.498572
11210802,11210802,,0,0,0,0,0.269117
13029,13029,,0,0,0,0,2.87901
1084,1084,,0,0,0,0,1.22652
18645812,18645812,,0,0,0,0,1.608396
7325452,7325452,,0,0,0,0,0.139565
685513,685513,,0,0,0,0,8.948525
5471,5471,,0,0,0,0,1.177295
111743,111743,,0,0,0,0,4.957194
14304642,14304642,,0,0,0,0,0
10273462,10273462,,0,0,0,0,0
14384982,14384982,,0,0,0,0,1.299353
10638782,10638782,,0,0,0,0,0.018473
34364681,34364681,,0,0,0,0,0
14532536,14532536,,0,0,0,0,0
5629992,5629992,,0,0,0,0,1.175889
25913058,25913058,,0,0,0,0,26.894785
1702731,1702731,,0,0,0,0,11.628184
12562202,12562202,,0,0,0,0,0.172562
86390214,86390214,,0,0,0,0,183.267139
87195913,87195913,,0,0,0,0,14.69723
34035266,34035266,,0,0,0,0,0
30216040,30216040,,0,0,0,0,0.038604
95315781,95315781,,0,0,0,0,0
15145038,15145038,,0,0,0,0,2.273505
10546442,10546442,,0,0,0,0,1.094441
21174324,21174324,,0,0,0,0,1.392508
156797347,156797347,,0,0,0,0,0
2836421,2836421,,0,0,0,0,0.0054
11456882,11456882,,0,0,0,0,0.729735
624413,624413,,0,0,0,0,0.098878
9128372,9128372,,0,0,0,0,0
1076,1076,,0,0,0,0,0
15383463,15383463,,0,0,0,0,0
30953528,30953528,,0,0,0,0,0
101204352,101204352,,0,0,0,0,1611.291791
184097849,184097849,,0,0,0,0,15070.578439
139095342,139095342,,0,0,0,0,550.771538
90913109,90913109,,0,0,0,0,92.364384
223857087,223857087,,0,0,0,0,7.159207
294207283,294207283,,0,0,0,0,8.105877
263859050,263859050,,0,0,0,0,0.716779
157480188,157480188,,0,0,0,0,0.31984
43001357,43001357,,0,0,0,0,385.014604
86514133,86514133,,0,0,0,0,333.281004
21068395,21068395,,0,0,0,0,17.979882
160565602,160565602,,0,0,0,0,7452.081292
189187125,189187125,,0,0,0,0,99.660204
220189162,220189162,,0,0,0,0,9.007521
229219376,229219376,,0,0,0,0,61.386309
143169862,143169862,,0,0,0,0,1699.353545
217856118,217856118,,0,0,0,0,29.265643
166358938,166358938,,0,0,0,0,789.697803
204446054,204446054,,0,0,0,0,325.990618
227650565,227650565,,0,0,0,0,0.395903
212293329,212293329,,0,0,0,0,146.420947
122525263,122525263,,0,0,0,0,134.102438
186840312,186840312,,0,0,0,0,420.103173
457204988,457204988,,0,0,0,0,237.553157
151044422,151044422,,0,0,0,0,57.481769
166153909,166153909,,0,0,0,0,46.211217
245344116,245344116,,0,0,0,0,156.07768
214117797,214117797,,0,0,0,0,186.439001
160267464,160267464,,0,0,0,0,7961.132454
112115650,112115650,,0,0,0,0,3.326974
202195505,202195505,,0,0,0,0,2573.115833
21323673,21323673,,0,0,0,0,4.076277
125817383,125817383,,0,0,0,0,20.004367
79019257,79019257,,0,0,0,0,0.823743
81607327,81607327,,0,0,0,0,1.612591
15212604,15212604,,0,0,0,0,30.895299
194787099,194787099,,0,0,0,0,0.181813
174787160,174787160,,0,0,0,0,0.142593
170922633,170922633,,0,0,0,0,129.611834
175648411,175648411,,0,0,0,0,0.08071
373474774,373474774,,0,0,0,0,0.598409
99577011,99577011,,0,0,0,0,918.719593
279977288,279977288,,0,0,0,0,2.908899
391762177,391762177,,0,0,0,0,31.832429
285762606,285762606,,0,0,0,0,0
329844524,329844524,,0,0,0,0,439.431183
177970609,177970609,,0,0,0,0,0
105592415,105592415,,0,0,0,0,62.76507
29756339,29756339,,0,0,0,0,1399.004311
247838537,247838537,,0,0,0,0,27.791924
123295420,123295420,,0,0,0,0,15.21803
141256765,141256765,,0,0,0,0,0.006993
98765338,98765338,,0,0,0,0,0
24463640,24463640,,0,0,0,0,710.481658
263361325,263361325,,0,0,0,0,19.092004
467716681,467716681,,0,0,0,0,0
126952730,126952730,,0,0,0,0,0
60680454,60680454,,0,0,0,0,82.082916
236878046,236878046,,0,0,0,0,2.340124
91665628,91665628,,0,0,0,0,8.416404
433809682,433809682,,0,0,0,0,0.017544
162816854,162816854,,0,0,0,0,0
240905997,240905997,,0,0,0,0,49.961144
21219827,21219827,,0,0,0,0,1386.297135
223463327,223463327,,0,0,0,0,0.008696
123649850,123649850,,0,0,0,0,35.455878
134149633,134149633,,0,0,0,0,2.2795
41936717,41936717,,0,0,0,0,2.340368
187728139,187728139,,0,0,0,0,0.058388
238475531,238475531,,0,0,0,0,1.644715
16334137,16334137,,0,0,0,0,0
45593345,45593345,,0,0,0,0,0.232582
16577804,16577804,,0,0,0,0,4.712044
31273819,31273819,,0,0,0,0,329.576383
26918292,26918292,,0,0,0,0,0.551113
37454047,37454047,,0,0,0,0,1.362682
17929027,17929027,,0,0,0,0,0.636022
179524189,179524189,,0,0,0,0,4.365887
349578832,349578832,,0,0,0,0,0.049772
80611468,80611468,,0,0,0,0,51.634302
469401589,469401589,,0,0,0,0,0.02386
164686885,164686885,,0,0,0,0,307.120559
45611890,45611890,,0,0,0,0,1.203844
30168289,30168289,,0,0,0,0,195.787724
115832440,115832440,,0,0,0,0,1.54068
49533365,49533365,,0,0,0,0,153.220812
68513,68513,,0,0,0,0,0.350347
440986997,440986997,,0,0,0,0,0.125756
19162933,19162933,,0,0,0,0,61.661147
425871040,425871040,,0,0,0,0,1.258116
488701186,488701186,,0,0,0,0,466.069749
107463521,107463521,,0,0,0,0,0
115289655,115289655,,0,0,0,0,0.296205
13127032,13127032,,0,0,0,0,7.379413
2557521,2557521,,0,0,0,0,1247.440781
204383162,204383162,,0,0,0,0,228.922038
139120490,139120490,,0,0,0,0,0
248743998,248743998,,0,0,0,0,0.244337
81774685,81774685,,0,0,0,0,25.693081
538384473,538384473,,0,0,0,0,3.555307
161114405,161114405,,0,0,0,0,498.621744
33764952,33764952,,0,0,0,0,0
118820259,118820259,,0,0,0,0,103.574615
88491375,88491375,,0,0,0,0,186.966374
182588404,182588404,,0,0,0,0,185.301099
14103331,14103331,,0,0,0,0,99.680859
42452830,42452830,,0,0,0,0,0
334820220,334820220,,0,0,0,0,0.004566
41637634,41637634,,0,0,0,0,165.945392
282595686,282595686,,0,0,0,0,0
272058143,272058143,,0,0,0,0,0.979479
24621955,24621955,,0,0,0,0,38.105664
112908865,112908865,,0,0,0,0,175.365498
17028313,17028313,,0,0,0,0,0.965264
16144125,16144125,,0,0,0,0,7.595804
27909367,27909367,,0,0,0,0,292.763854
38512639,38512639,,0,0,0,0,0
20019469,20019469,,0,0,0,0,52.535014
146071420,146071420,,0,0,0,0,188.594693
8254252,8254252,,0,0,0,0,34.336294
100426079,100426079,,0,0,0,0,5.382641
243330283,243330283,,0,0,0,0,24.651483
158373627,158373627,,0,0,0,0,330.268892
168769820,168769820,,0,0,0,0,0
26322751,26322751,,0,0,0,0,5.13749
57706849,57706849,,0,0,0,0,0.930438
43275091,43275091,,0,0,0,0,10.166154
172961831,172961831,,0,0,0,0,0
52812406,52812406,,0,0,0,0,0
50338734,50338734,,0,0,0,0,255.25735
58408625,58408625,,0,0,0,0,0
67656832,67656832,,0,0,0,0,9.819217
32007999,32007999,,0,0,0,0,0
30412010,30412010,,0,0,0,0,0.003361
414716830,414716830,,0,0,0,0,345.624063
20009838,20009838,,0,0,0,0,0.904165
27529145,27529145,,0,0,0,0,0.028339
26339173,26339173,,0,0,0,0,0
16371289,16371289,,0,0,0,0,37.191051
25336406,25336406,,0,0,0,0,1.356677
46146200,46146200,,0,0,0,0,0.199742
62869640,62869640,,0,0,0,0,0.411951
21637075,21637075,,0,0,0,0,129.659801
282209274,282209274,,0,0,0,0,0
136081762,136081762,,0,0,0,0,0.058707
188023408,188023408,,0,0,0,0,0
61166489,61166489,,0,0,0,0,0.260772
210887504,210887504,,0,0,0,0,7.135577
161188830,161188830,,0,0,0,0,0
179204910,179204910,,0,0,0,0,3.869137
112325102,112325102,,0,0,0,0,0
115514114,115514114,,0,0,0,0,0
538413324,538413324,,0,0,0,0,0
29747975,29747975,,0,0,0,0,318.353832
38588899,38588899,,0,0,0,0,0
181449033,181449033,,0,0,0,0,4.356972
64510713,64510713,,0,0,0,0,0
23800951,23800951,,0,0,0,0,67.07174
247801807,247801807,,0,0,0,0,0.357475
35586563,35586563,,0,0,0,0,11.595223
18369265,18369265,,0,0,0,0,0.297839
80756986,80756986,,0,0,0,0,5650.563824
38454299,38454299,,0,0,0,0,170.245078
26917507,26917507,,0,0,0,0,8.57405
260035149,260035149,,0,0,0,0,0
180374094,180374094,,0,0,0,0,0.031295
39887094,39887094,,0,0,0,0,0
379399569,379399569,,0,0,0,0,0
19544055,19544055,,0,0,0,0,0.006135
119239965,119239965,,0,0,0,0,2.301661
24490975,24490975,,0,0,0,0,150.740075
166184913,166184913,,0,0,0,0,0
325196338,325196338,,0,0,0,0,0
151959313,151959313,,0,0,0,0,34.474221
498961017,498961017,,0,0,0,0,0.129324
42128596,42128596,,0,0,0,0,0
21503831,21503831,,0,0,0,0,112.927651
15450986,15450986,,64,0,0,0,0
19637701,19637701,,64,0,0,0,0
26280960,26280960,,0,0,0,0,0
43245933,43245933,,0,0,0,0,0
84353161,84353161,,0,0,0,0,47.690119
91419882,91419882,,0,0,0,0,0
103513472,103513472,,0,0,0,0,0
43178494,43178494,,0,0,0,0,0
155123451,155123451,,0,0,0,0,0
28697922,28697922,,0,0,0,0,0
182360163,182360163,,0,0,0,0,0.166444
124877152,124877152,,0,0,0,0,40.048113
135327806,135327806,,0,0,0,0,0
101800952,101800952,,0,0,0,0,0
103127602,103127602,,0,0,0,0,0
33649006,33649006,,0,0,0,0,0
370893495,370893495,,0,0,0,0,1.911349
41478759,41478759,,0,0,0,0,0
27178298,27178298,,0,0,0,0,20.773912
36375662,36375662,,0,0,0,0,2.15468
47427860,47427860,,0,0,0,0,5520.404586
113793185,113793185,,0,0,0,0,0
62829579,62829579,,0,0,0,0,119.834208
52863920,52863920,,0,0,0,0,1.179338
166817959,166817959,,0,0,0,0,0
40397143,40397143,,0,0,0,0,0
39673453,39673453,,0,0,0,0,0
17954919,17954919,,0,0,0,0,0
152636228,152636228,,0,0,0,0,0
41507218,41507218,,0,0,0,0,0
82980421,82980421,,0,0,0,0,0
388074901,388074901,,0,0,0,0,0
3097861,3097861,,0,0,0,0,0.4438
19199673,19199673,,0,0,0,0,0
14997105,14997105,,0,0,0,0,1.253612
14982709,14982709,,0,0,0,0,0.529839
15220336,15220336,,0,0,0,0,3.964728
11161852,11161852,,0,0,0,0,10.925546
27813174,27813174,,0,0,0,0,0.013854
28434434,28434434,,0,0,0,0,99.805189
24239110,24239110,,0,0,0,0,3285.478777
14167618,14167618,,0,0,0,0,6.112423
15139281,15139281,,0,0,0,0,3.406328
14650791,14650791,,0,0,0,0,5.482809
17283244,17283244,,0,0,0,0,0.317645
15497480,15497480,,0,0,0,0,46.839038
21044572,21044572,,0,0,0,0,10.512456
18428353,18428353,,0,0,0,0,16.013092
10225972,10225972,,0,0,0,0,12.986553
16786966,16786966,,0,0,0,0,6.704379
15726728,15726728,,0,0,0,0,32.517494
15035347,15035347,,0,0,0,0,0
16243590,16243590,,0,0,0,0,2.522035
19434247,19434247,,0,0,0,0,0.460817
19518328,19518328,,0,0,0,0,10.108674
16591424,16591424,,0,0,0,0,1.799503
24944298,24944298,,0,0,0,0,0.825908
18081737,18081737,,0,0,0,0,0.656137
21542359,21542359,,0,0,0,0,4.737359
6456482,6456482,,0,0,0,0,272.895194
5387212,5387212,,0,0,0,0,44.45716
15410701,15410701,,0,0,0,0,0.0466
70985602,70985602,,0,0,0,0,7.637155
7054612,7054612,,0,0,0,0,54.846012
11211792,11211792,,0,0,0,0,0.023975
15096859,15096859,,0,0,0,0,30.099149
19199615,19199615,,0,0,0,0,1.997122
11228702,11228702,,0,0,0,0,11.762882
114872949,114872949,,0,0,0,0,4.029608
43656232,43656232,,0,0,0,0,20.841277
107377990,107377990,,0,0,0,0,1.420632
16913834,16913834,,0,0,0,0,4.242745
18558094,18558094,,0,0,0,0,0.017544
8289742,8289742,,0,0,0,0,1.484766
19087668,19087668,,0,0,0,0,0
27984719,27984719,,0,0,0,0,1.521689
18313204,18313204,,0,0,0,0,2.040119
8627372,8627372,,0,0,0,0,2.865111
13685122,13685122,,0,0,0,0,16.649142
16158930,16158930,,0,0,0,0,72.318654
26572460,26572460,,0,0,0,0,7.263732
8550312,8550312,,0,0,0,0,14.3832
26697947,26697947,,0,0,0,0,9.334393
21668309,21668309,,0,0,0,0,0.268276
18814517,18814517,,0,0,0,0,0.056452
3627601,3627601,,0,0,0,0,28.377741
14932753,14932753,,0,0,0,0,8.885858
18955413,18955413,,0,0,0,0,0.000294
22053641,22053641,,0,0,0,0,0.647325
10719562,10719562,,0,0,0,0,0
15521300,15521300,,0,0,0,0,0
34996248,34996248,,0,0,0,0,0.144922
16919321,16919321,,0,0,0,0,14.512549
26376078,26376078,,0,0,0,0,0.082769
19067962,19067962,,0,0,0,0,0
14852216,14852216,,0,0,0,0,0.070928
14061092,14061092,,0,0,0,0,15.281341
30256037,30256037,,0,0,0,0,1.195462
14191801,14191801,,0,0,0,0,2.358182
13572652,13572652,,0,0,0,0,0.005425
14687523,14687523,,0,0,0,0,0
18483888,18483888,,0,0,0,0,0.073071
7430772,7430772,,0,0,0,0,1.765948
14975722,14975722,,0,0,0,0,0
15157476,15157476,,0,0,0,0,86.958767
15181087,15181087,,0,0,0,0,1.996559
14321670,14321670,,0,0,0,0,0.117075
14069956,14069956,,0,0,0,0,0.192161
37763774,37763774,,0,0,0,0,0
12943992,12943992,,0,0,0,0,0
20513956,20513956,,0,0,0,0,0
13759792,13759792,,0,0,0,0,43.524807
22067520,22067520,,0,0,0,0,0.203219
15972419,15972419,,0,0,0,0,0.523555
995051,995051,,0,0,0,0,0.013596
15168613,15168613,,0,0,0,0,0.009279
17842366,17842366,,0,0,0,0,971.858628
2248211,2248211,,0,0,0,0,9.754804
14993689,14993689,,0,0,0,0,0.851324
9002252,9002252,,0,0,0,0,1.681362
17371549,17371549,,0,0,0,0,0.000597
5409802,5409802,,0,0,0,0,0
16637549,16637549,,0,0,0,0,1.860033
17463274,17463274,,0,0,0,0,0.008933
20442476,20442476,,0,0,0,0,0.714581
14875359,14875359,,0,0,0,0,21.67148
11229292,11229292,,0,0,0,0,0
15293735,15293735,,0,0,0,0,1.786712
27623914,27623914,,0,0,0,0,0.003448
14134265,14134265,,0,0,0,0,0.105829
13485632,13485632,,0,0,0,0,0.069365
58489734,58489734,,0,0,0,0,0.31563
13012632,13012632,,0,0,0,0,226.037747
15086870,15086870,,0,0,0,0,0.084276
7395782,7395782,,0,0,0,0,0.200966
7118562,7118562,,0,0,0,0,0.087761
15139989,15139989,,0,0,0,0,0.948751
73282864,73282864,,0,0,0,0,0
15173147,15173147,,0,0,0,0,19.333425
15233062,15233062,,0,0,0,0,0.012871
19939139,19939139,,0,0,0,0,18.794131
18426309,18426309,,0,0,0,0,0
15264609,15264609,,0,0,0,0,0.334023
24220564,24220564,,0,0,0,0,0
9965262,9965262,,0,0,0,0,0.012102
22377107,22377107,,0,0,0,0,0.60283
14704220,14704220,,0,0,0,0,0
45606988,45606988,,0,0,0,0,0
12032502,12032502,,0,0,0,0,0
7333722,7333722,,0,0,0,0,0
15041845,15041845,,0,0,0,0,46.264049
7593842,7593842,,0,0,0,0,0
14753942,14753942,,0,0,0,0,0
14051466,14051466,,0,0,0,0,2.075286
34763880,34763880,,0,0,0,0,0.122972
17536257,17536257,,0,0,0,0,3.616317
14454440,14454440,,0,0,0,0,0
14088764,14088764,,0,0,0,0,0
14351178,14351178,,0,0,0,0,8.878249
48442989,48442989,,0,0,0,0,0.00365
14791994,14791994,,0,0,0,0,5.558735
40206940,40206940,,0,0,0,0,0.25962
13492942,13492942,,0,0,0,0,0.731854
31057638,31057638,,0,0,0,0,0
12111812,12111812,,0,0,0,0,1.678339
15459343,15459343,,0,0,0,0,1.524498
10000472,10000472,,0,0,0,0,13.781079
15797311,15797311,,0,0,0,0,0.01842
81155662,81155662,,0,0,0,0,1.270242
15004390,15004390,,0,0,0,0,0
15178968,15178968,,0,0,0,0,0
14997853,14997853,,0,0,0,0,0
15840909,15840909,,0,0,0,0,0.087169
14081884,14081884,,0,0,0,0,0
15034405,15034405,,0,0,0,0,0
14835423,14835423,,0,0,0,0,0
14619339,14619339,,0,0,0,0,0
16565399,16565399,,0,0,0,0,0.099298
40923348,40923348,,0,0,0,0,0.057284
14222927,14222927,,0,0,0,0,0
16571560,16571560,,0,0,0,0,0
14218361,14218361,,0,0,0,0,0
8622412,8622412,,0,0,0,0,0
57097648,57097648,,0,0,0,0,142.208582
89484164,89484164,,0,0,0,0,15.345627
30085825,30085825,,0,0,0,0,170.47205
51845357,51845357,,0,0,0,0,1.033166
14656647,14656647,,0,0,0,0,244.884552
16077548,16077548,,0,0,0,0,149.042437
387901191,387901191,,0,0,0,0,0.046135
22657153,22657153,,0,0,0,0,11.957979
73182515,73182515,,0,0,0,0,1.149315
112497901,112497901,,0,0,0,0,68.155105
196413641,196413641,,0,0,0,0,0
197899215,197899215,,0,0,0,0,449.611183
21148293,21148293,,0,0,0,0,233.681233
22955303,22955303,,0,0,0,0,106.006173
15456177,15456177,,0,0,0,0,29.034388
91434240,91434240,,0,0,0,0,161.410738
29542502,29542502,,0,0,0,0,0
14543034,14543034,,0,0,0,0,281.851394
23272748,23272748,,0,0,0,0,62.61147
36837724,36837724,,0,0,0,0,186.987772
61301275,61301275,,0,0,0,0,92.492365
105869756,105869756,,0,0,0,0,0
81909428,81909428,,0,0,0,0,46.199122
237621061,237621061,,0,0,0,0,183.630787
48644970,48644970,,0,0,0,0,362.336877
44571432,44571432,,0,0,0,0,106.006173
45232755,45232755,,0,0,0,0,14.260525
59236851,59236851,,0,0,0,0,33.778684
11738772,11738772,,0,0,0,0,13.566209
17300205,17300205,,0,0,0,0,71.725735
247168275,247168275,,0,0,0,0,0.59656
480930665,480930665,,0,0,0,0,0.163624
259034639,259034639,,0,0,0,0,0.529143
71387848,71387848,,0,0,0,0,11.828785
377899975,377899975,,0,0,0,0,0
166374073,166374073,,0,0,0,0,16.134669
28223477,28223477,,0,0,0,0,157.583794
383677809,383677809,,0,0,0,0,92.223146
29844579,29844579,,0,0,0,0,716.92008
121967716,121967716,,0,0,0,0,104.980819
18523512,18523512,,0,0,0,0,123.990061
18700033,18700033,,0,0,0,0,0
74693487,74693487,,0,0,0,0,12.020277
287603659,287603659,,0,0,0,0,0.192063
43772776,43772776,,0,0,0,0,107.580979
1940251,1940251,,0,0,0,0,56.456749
23280230,23280230,,0,0,0,0,116.222224
26143272,26143272,,0,0,0,0,4.408438
160032830,160032830,,0,0,0,0,9.62486
238509800,238509800,,0,0,0,0,168.261505
205045456,205045456,,0,0,0,0,58.664564
101614739,101614739,,0,0,0,0,0.136866
21348554,21348554,,0,0,0,0,197.095778
111688399,111688399,,0,0,0,0,11.476925
39398859,39398859,,0,0,0,0,0.487426
17871025,17871025,,0,0,0,0,33.729612
